,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
3891,0,Comedy,,23618,,en,The Original Kings of Comedy,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",1.918959,40 Acres & A Mule Filmworks,United States of America,2000,0,115,English,Released,We Got Jokes,The Original Kings of Comedy,6.3,15,Spike Lee,D. L. Hughley,Cedric the Entertainer,Bernie Mac,tt0236388
3892,3000000,Horror|Thriller,http://www.paranormalmovie.com/trailer/,41436,ouija board|haunted|demonic possession|found footage|duringcreditsstinger,en,Paranormal Activity 2,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",22.789649,Paramount Pictures,United States of America,2010,177512032,91,English,Released,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,722,Tod Williams,David Bierend,Brian Boland,Molly Ephraim,tt1536044
3893,0,Comedy|Romance,,10162,false identity|beguilement|lottery|village|independent film|ireland,en,Waking Ned,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",5.735912,Fox Searchlight Pictures,France,1998,0,91,English,Released,How far would you go to win a fortune!,Waking Ned,7.4,54,Kirk Jones,David Kelly,Fionnula Flanagan,Susan Lynch,tt0166396
3894,4000000,Documentary,http://www.bowlingforcolumbine.com/index.php,1430,usa|canada|gun|homicide|to shoot dead|gun violence,en,Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.414843,Alliance Atlantis Communications,United States of America,2002,35564473,120,English,Released,One nation under the gun.,Bowling for Columbine,7.3,453,Michael Moore,George H. W. Bush,George W. Bush,Dick Clark,tt0310793
3895,0,Drama,,259943,arranged marriage,zh,归来,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,6.017273,LeVision Pictures,China,2014,0,111,普通话,Released,,Coming Home,6.9,49,Zhang Yimou,Chen Dao-Ming,Guo Tao,Zhang Jia-Yi,tt3125472
3896,3000000,Horror,,10014,gay|dance|fire|diary|nightmare|haunted house|transformers|supernatural|high school|party|possessed|premonition|bdsm|school bus|disfigurement|sleepwalking|dream,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",21.607228,New Line Cinema,United States of America,1985,29999213,87,English,Released,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361,Jack Sholder,Mark Patton,Kim Myers,Robert Rusler,tt0089686
3897,3000000,Drama|Romance,,11257,kiss,en,A Room with a View,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",7.961559,Goldcrest Films International,United Kingdom,1985,20966644,117,English,Released,,A Room with a View,6.9,156,James Ivory,Helena Bonham Carter,Denholm Elliott,Julian Sands,tt0091867
3898,3000000,Science Fiction|Horror|Thriller,,158015,dystopia|home invasion,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",54.403033,Universal Pictures,France,2013,89328627,86,English,Released,"One night a year, all crime is legal.",The Purge,6,2428,James DeMonaco,Ethan Hawke,Max Burkholder,Adelaide Kane,tt2184339
3899,3000000,Horror|Thriller|Mystery,,82507,drowning|pennsylvania|car set on fire|murder|massacre|power outage|held captive|death|attic|no opening credits,en,Sinister,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",41.045084,Alliance Films,United States of America,2012,77712439,110,English,Released,"Once you see him, nothing can save you.",Sinister,6.7,1573,Scott Derrickson,Juliet Rylance,Vincent D'Onofrio,James Ransone,tt1922777
3900,3000000,Comedy,,20337,scandal|growing up|divorce,en,Martin Lawrence Live: Runteldat,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",0.295226,,United States of America,2002,19184015,113,English,Released,,Martin Lawrence Live: Runteldat,5,1,Martin Lawrence,,,,tt0327036
3901,3000000,Drama|Romance,,261,individual|suicide|southern usa|adultery|mississippi|depression|jealousy|wife husband relationship|dying and death|alcohol,en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",16.553594,Avon Production,United States of America,1958,17570324,108,English,Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165,Richard Brooks,Paul Newman,Burl Ives,Judith Anderson,tt0051459
3902,3000000,Adventure|Science Fiction|Mystery,,1685,mutant|dystopia|survivor|astronaut|ape|science,en,Beneath the Planet of the Apes,"Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.",24.393296,Twentieth Century Fox Film Corporation,United States of America,1970,18999718,95,English,Released,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,361,Ted Post,Kim Hunter,Maurice Evans,Linda Harrison,tt0065462
3903,3000000,Comedy|Family|Drama,,20737,clown,en,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",11.241802,Walt Disney Pictures,Canada,1997,23144499,98,English,Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106,Charles Martin Smith,Wendy Makkena,Michael Jeter,Bill Cobbs,tt0118570
3904,16000000,Adventure|Fantasy|Animation|Action|Family,http://movies.warnerbros.com/pk3/,10991,mountain|friendship|based on tv series|young boy|best friend|fight|based on video game|anime,ja,Pokémon 3: The Movie,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",9.18885,TV Tokyo,Japan,2000,68411275,93,English,Released,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,137,Michael Haigney,Rachael Lillis,Eric Stuart,,tt0235679
3905,16000000,Adventure|Fantasy|Animation|Action|Family,http://movies.warnerbros.com/pk3/,10991,mountain|friendship|based on tv series|young boy|best friend|fight|based on video game|anime,ja,Pokémon 3: The Movie,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",9.18885,TV Tokyo,Japan,2000,68411275,93,English,Released,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,137,Michael Haigney,Rachael Lillis,Eric Stuart,,tt0235679
3906,3000000,Horror|Mystery|Thriller,,10225,lightning|cemetery|mask|slasher|jason vorhees,en,Friday the 13th Part VI: Jason Lives,"As a child, Tommy killed mass-murderer Jason. But now, years later, he is tormented by the fear that maybe Jason isn’t really dead. Determined to finish off the infamous killer once and for all, Tommy and a friend dig up Jason’s corpse in order to cremate him. Unfortunately, things go seriously awry, and Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.",11.158167,Paramount Pictures,United States of America,1986,19472057,86,English,Released,Kill or be killed!,Friday the 13th Part VI: Jason Lives,5.7,216,Tom McLoughlin,Jennifer Cooke,David Kagen,Renée Jones,tt0091080
3907,3000000,Drama|History|War,,826,japan|resistance|japanese|river|prisoners of war|thailand|bridge|office,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",23.109959,Columbia Pictures Corporation,United Kingdom,1957,33300000,161,日本語,Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,7.7,542,David Lean,Alec Guinness,Jack Hawkins,Sessue Hayakawa,tt0050212
